DES-1210-28P-B1-3-12-B060.HEX,busybox,1.14.3,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265,httpd,1.14.3,
DES-1210-28P-B1-3-12-B061.HEX,busybox,1.14.3,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265,httpd,1.14.3,
DES-1210-28P_A1_2_03_B016_BETA.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-28P_A1_2_03_B024.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-28P_A1_FW_V2.00.011.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-28P_B1_FIRMWARE_3.10.011.HEX,busybox,1.14.3,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265,httpd,1.14.3,
DES-1210-28P_B1_V3.12.015.HEX,busybox,1.14.3,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265,httpd,1.14.3,
DES-1210-28_A1_1_00_021.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-28_A1_2_03_B016_BETA.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-28_A1_2_03_B024.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-28_B1_FW_V3.12.015.HEX,busybox,1.14.3,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265,httpd,1.14.3,
DES-1210-52-B1-3-12-B020_BETA.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-52-B1-3-12-B061.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-52_A1_1.00.018.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-52_A1_2_03_B016_BETA.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-52_A1_2_03_B024.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-52_A1_FW_V2.00.011.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES-1210-52_B1_V3.12.015.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES121028P_FW_202A005.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES121028_FW_200011.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES121028_FW_201002.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES121028_FW_201014.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES121028_FW_202A005.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DES121052_FW_202A005.HEX,glibc,2.3,cve-2016-1234|cve-2013-7423|cve-2013-1914|cve-2011-1659|cve-2011-1071|cve-2011-1658|cve-2010-3847|cve-2011-0536|cve-2011-1095|cve-2011-1089|cve-2010-0296|cve-2011-1071|cve-2010-2898|cve-2010-1917|cve-2007-4782|cve-2010-3856|cve-2010-3847|cve-2010-0830|cve-2010-0296|cve-2009-4881|cve-2008-1391|cve-2009-4880|cve-2008-1391|cve-2006-7254|cve-2005-3590|cve-2004-1453|cve-2004-1382|cve-2004-0968|cve-2004-0968|cve-2003-0028|cve-2002-0391|cve-2002-1265
DGL-5500_REVA1_FW_V1.12BETA.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.29.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DGL5500A1_FW111B03.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.29.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DGL5500A1_FW112B05.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.18.2,cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DGL5500A1_FW113B02.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.18.2,cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DGL5500A1_FW113B03_BETA.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.18.2,cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DGL5500A1_FW113B04.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.18.2,cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DGL5500_FIRMWARE_101.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,curl,7.29.0,cve-2019-5482|cve-2018-1000301|cve-2018-1000122|cve-2018-1000121|cve-2018-1000120|cve-2018-1000007|cve-2018-16842|cve-2017-8817|cve-2017-2629|cve-2016-9594|cve-2016-9586|cve-2016-8625|cve-2016-8624|cve-2016-8623|cve-2016-8621|cve-2016-8620|cve-2016-8619|cve-2016-8618|cve-2016-8617|cve-2016-8616|cve-2016-8615|cve-2016-3739|cve-2015-3148|cve-2015-3143|cve-2014-0015|cve-2014-2522|cve-2014-0139|cve-2014-0138|cve-2014-0015|cve-2014-0015|cve-2013-4545|cve-2013-2174|cve-2013-1944,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,openssl,0.9.8d,
DHP-W310AV_REVA1_FIRMWARE_1.01B09.BIN,busybox,1.14.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,logger,0.01,,samba,3.0.24,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-5299|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150|cve-2012-1182|cve-2011-2724|cve-2010-0547|cve-2011-2694|cve-2011-2522|cve-2011-0719|cve-2010-3069|cve-2010-2063|cve-2010-1642|cve-2010-1635|cve-2010-0547|cve-2009-2948|cve-2009-2906|cve-2009-2813|cve-2007-6015|cve-2007-5398|cve-2007-4572|cve-2007-2447|cve-2007-2446,wpa_supplicant,0.5,
DHP1320_FIRMWARE_101.BIN,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,miniupnp,1.3,,uclibc,0.9.28,
DHP1565A1_FW101B10.BIN,busybox,1.6.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,flash,1.0,cve-2012-1303,libflac,1.2.1,,lighttpd,1.4.28,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-4508|cve-2011-4362,miniupnp,1.3,,openssl,0.9.8d,
DHPW306AVA1_FW101B04.BIN,dnsmasq,2.41,cve-2019-14513|cve-2017-14491|cve-2013-0198|cve-2012-3411|cve-2012-3411|cve-2009-2958|cve-2009-2957,lighttpd,1.4.18,cve-2014-2324|cve-2014-2323|cve-2013-4560|cve-2013-4559|cve-2013-1427|cve-2011-4362|cve-2010-0295|cve-2008-4360|cve-2008-4359|cve-2008-4298|cve-2008-1270|cve-2008-1111|cve-2008-0983,openssl,0.9.8d,,uclibc,0.9.28,
DHPW310AVA1_FW103B01.BIN,busybox,1.14.1,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,logger,0.01,,samba,3.0.24,cve-2019-3880|cve-2019-3824|cve-2018-10858|cve-2018-1139|cve-2017-12163|cve-2017-12151|cve-2017-12150|cve-2016-2118|cve-2016-2115|cve-2016-2112|cve-2016-2111|cve-2015-0005|cve-2016-2110|cve-2015-7560|cve-2015-5299|cve-2013-4496|cve-2013-4475|cve-2013-4408|cve-2013-4124|cve-2013-0214|cve-2013-0213|cve-2012-6150|cve-2012-1182|cve-2011-2724|cve-2010-0547|cve-2011-2694|cve-2011-2522|cve-2011-0719|cve-2010-3069|cve-2010-2063|cve-2010-1642|cve-2010-1635|cve-2010-0547|cve-2009-2948|cve-2009-2906|cve-2009-2813|cve-2007-6015|cve-2007-5398|cve-2007-4572|cve-2007-2447|cve-2007-2446,wpa_supplicant,0.5,
DI604+A1_FW111B02_WW.BIX,l2tpd,2t,
DI604+A1_FW111WWB03.BIX,l2tpd,2t,
DIR524UPAX_FW108B01.BIX,l2tpd,2t,,openssl,0.9.7a,
DIR524UPAX_FW108B02.BIX,l2tpd,2t,,openssl,0.9.7a,
DLINK_DNR-322.2.10B02(2.10.0612.2014).BIN,busybox,1.11.2,cve-2018-20679|cve-2016-6301|cve-2015-9261|cve-2013-1813|cve-2011-2716,glibc,2.5,,openssl,0.9.7d,
